Corrente do Motor;Taxa da Balanca
36,9;5545,249
48,6;5545,249
48,6;5545,249
48,6;6907,903
57,2;6907,903
57,2;8072,54
59,3;8072,54
59,3;8953,927
61,5;8953,927
61,5;8953,927
61,5;9689,607
65,5;9689,607
65,5;10540,88
70;10540,88
70;11251,56
71,3;11251,56
71,3;11757,83
71,7;11757,83
71,7;12091,61
80,8;12091,61
80,8;12091,61
72,3;11949,73
72,3;11949,73
72,3;11645,81
65,2;11645,81
65,2;11184,19
59,7;11184,19
59,7;10748,6
64,2;10748,6
64,2;10728,95
68,3;10728,95
68,3;10728,95
68,3;10594,98
64,4;10594,98
64,4;10380,38
57,7;10380,38
57,7;10852,97
60,5;10852,97
60,5;11474,07
76,5;11474,07
76,5;11474,07
76,5;11244,92
65,5;11244,92
65,5;10109,12
47,3;10109,12
47,3;8057,484
43,9;8057,484
43,9;8057,484
47,8;7511,912
47,8;7511,912
47,8;8198,854
56,8;8198,854
56,8;9890,433
67,7;9890,433
67,7;11356,18
88,4;11356,18
88,4;12207,2
86,5;12207,2
86,5;12207,2
86,5;12440,44
59,5;12440,44
59,5;11931,35
58,1;11931,35
58,1;10822,6
46,6;10822,6
46,6;10822,6
42,1;8364,719
42,1;8364,719
42,1;7552,74
47,1;7552,74
47,1;7604,287
52,8;7604,287
52,8;8240,957
58,6;8240,957
58,6;8812,813
62,2;8812,813
62,2;8812,813
62,2;9014,915
61,4;9014,915
61,4;9025,887
60;9025,887
60;8559,931
55,2;8559,931
55,2;7547,126
46;7547,126
46;6566,474
40,5;6566,474
40,5;6566,474
40,5;5550,607
36;5550,607
36;4416,338
33,8;4416,338
33,8;3565,572
30,3;3565,572
30,3;3565,572
30,3;2559,656
30,5;2559,656
30,5;2021,995
29,6;2021,995
29,6;1820,914
29,5;1820,914
29,5;1436,359
29,7;1436,359
29,7;1117,386
30,1;1117,386
30,1;1117,386
30,1;2139,887
39,1;2139,887
39,1;4211,173
48,8;4211,173
48,8;5952,259
59,7;5952,259
59,7;7742,849
67,6;7742,849
67,6;7742,849
67,6;9207,83
70,4;9207,83
70,4;10354,6
84;10354,6
84;11425,33
96,4;11425,33
96,4;12165,86
96,4;12165,86
78;12165,86
58,9;12255,18
58,9;12255,18
58,9;11253,85
50,3;11253,85
50,3;9747,533
54,5;9747,533
54,5;9770,499
83,2;9770,499
83,2;9770,499
83,2;11055,07
91,8;11055,07
91,8;11843,06
84,6;11843,06
84,6;11950,24
69,8;11950,24
69,8;10966,01
63,5;10966,01
63,5;7908,97
43,7;7908,97
43,7;7908,97
43,7;4768,739
33,8;4768,739
33,8;3060,062
29,5;3060,062
29,5;3219,293
32;3219,293
32;4355,605
32;4355,605
42,3;4355,605
42,3;6010,439
49,3;6010,439
49,3;7595,355
58,5;7595,355
58,5;9034,563
66,1;9034,563
66,1;9823,832
67,1;9823,832
67,1;9823,832
67,1;9913,654
54,9;9913,654
54,9;9159,091
47,2;9159,091
47,2;8022,014
46,3;8022,014
46,3;8022,014
53,4;7603,011
53,4;7603,011
53,4;7759,69
56,5;7759,69
56,5;7888,3
55,9;7888,3
55,9;7785,208
50,4;7785,208
50,4;7550,954
48,5;7550,954
48,5;7550,954
48,5;7018,651
43,1;7018,651
43,1;6611,641
45,5;6611,641
45,5;6137,519
39,9;6137,519
39,9;5265,063
37,2;5265,063
37,2;5265,063
32,7;4366,322
32,7;4366,322
32,7;3666,877
31,7;3666,877
31,7;3266,757
31,1;3266,757
31,1;2705,619
31,2;2705,619
31,2;2705,619
29,9;1630,805
29,9;1630,805
29,9;805,3022
27,8;805,3022
27,8;1166,635
28,2;1166,635
28,2;2526,738
34,1;2526,738
34,1;4151,207
41,6;4151,207
41,6;4151,207
41,6;5186,212
46,2;5186,212
46,2;6208,458
49,2;6208,458
49,2;7544,83
57,7;7544,83
57,7;8698,748
58,9;8698,748
58,9;8698,748
58,9;9711,553
69,7;9711,553
69,7;10414,57
63,2;10414,57
63,2;10422,74
57,5;10422,74
57,5;10422,74
50,2;9865,171
50,2;9865,171
50,2;8245,551
41,9;8245,551
41,9;6095,415
34,6;6095,415
34,6;4468,139
31,9;4468,139
31,9;2845,457
29,7;2845,457
29,7;2845,457
27,9;1480,25
27,9;1480,25
27,9;735,3832
27,3;735,3832
27,3;339,0906
27,4;339,0906
27,4;167,1001
27,6;167,1001
27,6;167,1001
27,6;81,615
27,6;81,615
27,6;311,5311
28,2;311,5311
28,2;195,4249
28;195,4249
28;95,39457
27,6;95,39457
27,6;95,39457
27,6;46,91077
27,6;46,91077
27,6;0
27,6;0
27,6;0
27,8;0
27,8;0
27,6;0
27,6;0
27,5;0
27,5;0
27,5;0
27,3;0
27,3;0
27,5;0
27,5;0
27,6;0
27,6;0
27,6;0
27,6;0
27,6;0
27,6;0
27,6;0
27,6;0
27,6;0
27,6;0
27,6;0
27,6;0
27,6;0
27,6;0
27,8;0
27,8;0
27,6;0
27,6;0
27,5;0
27,5;0
27,5;0
27,5;0
27,6;0
27,6;0
27,6;0
27,6;0
27,6;0
27,6;0
27,6;0
27,5;0
27,5;0
27,5;0
27,4;0
27,4;0
27,5;0
27,5;0
27,6;0
27,6;0
27,7;0
27,7;0
27,7;0
27,6;0
27,6;0
27,6;0
27,6;0
27,6;0
27,6;0
27,6;0
27,6;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
27,5;0
27,5;0
27,6;0
27,6;0
27,7;0
27,7;0
27,7;0
27,6;0
27,6;0
27,5;0
27,5;0
27,5;0
27,5;0
27,7;0
27,7;0
27,7;0
27,8;0
27,8;0
27,6;0
27,6;0
27,4;0
27,4;0
27,4;0
27,5;0
27,5;0
27,5;0
27,5;0
27,6;0
27,6;0
27,8;0
27,8;0
27,6;0
27,6;0
27,6;0
27,6;0
27,6;0
27,6;0
27,6;0
27,6;0
27,6;0
28,1;0
28,1;0
29,5;608,5594
29,5;608,5594
29,5;2396,087
33,5;2396,087
33,5;4850,397
48,5;4850,397
48,5;6901,014
65;6901,014
65;6901,014
76,8;8585,704
76,8;8585,704
76,8;9928,455
73,6;9928,455
73,6;10546,5
66,7;10546,5
66,7;10694,76
61,7;10694,76
61,7;10863,43
63,9;10863,43
63,9;10863,43
63,9;10730,74
58,8;10730,74
58,8;10037,67
57,3;10037,67
57,3;8447,396
45,2;8447,396
45,2;7645,37
50,7;7645,37
50,7;7645,37
50,7;7801,54
57,6;7801,54
57,6;8402,23
63;8402,23
63;9066,461
65,3;9066,461
65,3;9494,65
65,1;9494,65
65,1;9494,65
65,1;9500,775
63,2;9500,775
63,2;10104,02
66,4;10104,02
66,4;11176,02
83,9;11176,02
83,9;11655,25
61,5;11655,25
61,5;11655,25
61,5;11167,35
50,4;11167,35
50,4;8833,992
45;8833,992
45;7638,48
42,6;7638,48
42,6;7953,116
60,6;7953,116
60,6;7953,116
60,6;8956,734
62,8;8956,734
62,8;9675,062
68,4;9675,062
68,4;9639,337
60,2;9639,337
60,2;8457,604
52,5;8457,604
52,5;8457,604
46,6;7357,528
46,6;7357,528
46,6;7198,808
48,8;7198,808
48,8;7213,863
52,4;7213,863
52,4;7243,974
48,3;7243,974
48,3;7243,974
43,5;6343,193
43,5;6343,193
43,5;4895,563
36,4;3688,057
36,4;2904,148
32,1;2904,148
32,1;2152,901
28,9;2152,901
28,9;2152,901
28,9;1791,568
28,9;1791,568
28,9;1379,71
29,6;1379,71
29,6;1010,466
29,6;1010,466
29,6;1626,468
28,3;1626,468
28,3;1626,468
30,4;3230,266
30,4;3230,266
30,4;5085,927
48,8;5085,927
48,8;7163,082
60,4;7163,082
60,4;8572,18
71,2;8572,18
71,2;8572,18
75,6;9982,809
75,6;9982,809
73,3;11117,84
73,3;11117,84
73,3;11589,67
78,2;11589,67
78,2;11589,67
67,6;11604,21
67,6;11604,21
84,4;11969,38
84,4;11969,38
84,4;12269,98
80,9;12269,98
80,9;12006,89
70,5;12006,89
70,5;11505,71
63,6;11505,71
63,6;10276,01
55,9;10276,01
55,9;10276,01
57,9;9133,318
57,9;9133,318
57,9;8943,976
59,7;8943,976
59,7;8933,769
61,9;8933,769
61,9;8685,225
55,2;8685,225
55,2;8685,225
50,5;8140,927
50,5;8140,927
50,5;7885,749
49,7;7885,749
49,7;8443,569
54,4;8443,569
54,4;9369,868
63,1;9369,868
63,1;9369,868
72;10013,43
72;10013,43
72;10000,67
63,9;10000,67
63,9;9253,252
53,5;9253,252
53,5;8352,471
52,8;8352,471
52,8;8352,471
54,6;8231,771
54,6;8231,771
54,6;8130,465
58,1;8130,465
58,1;7622,404
53,5;7622,404
53,5;7301,645
48,8;7301,645
48,8;7301,645
49,7;7106,688
49,7;7106,688
49,7;7040,086
49,4;7040,086
49,4;6844,364
50,4;6844,364
50,4;6310,274
47,6;6310,274
47,6;6310,274
43;5950,217
43;5950,217
39;5252,813
39;5252,813
39;4249,961
37;4249,961
37;3642,125
33,1;3642,125
33,1;3642,125
32,7;3392,56
32,7;3392,56
32;2956,46
32;2956,46
32;2125,342
30,7;2125,342
30,7;1265,9
28,1;1265,9
28,1;1399,358
28,5;1399,358
28,5;1399,358
29,9;2172,805
29,9;2172,805
29,9;3445,892
33,7;3445,892
33,7;5007,076
37,8;5007,076
37,8;5007,076
46,5;6465,423
46,5;6465,423
46,5;7709,419
48,9;7709,419
48,9;8880,436
61,7;8880,436
61,7;9782,748
68,8;9782,748
68,8;10677,4
74,5;10677,4
74,5;10677,4
71,3;11444,22
71,3;11444,22
71,3;11655,51
74,2;11655,51
74,2;11668,01
68;11668,01
68;11713,69
72,3;11713,69
72,3;11713,69
75,1;11712,66
75,1;11712,66
75,1;11627,69
69,8;11627,69
69,8;11343,68
66,9;11343,68
66,9;11343,68
59,5;10774,63
59,5;10774,63
59,8;10244,11
59,8;10244,11
59,8;9736,306
59,4;9736,306
59,4;9389,262
56,6;9389,262
56,6;9716,146
58,5;9716,146
58,5;9716,146
76,6;10533,99
76,6;10533,99
67,8;11106,87
67,8;11106,87
67,8;11509,8
64,2;11509,8
64,2;11406,45
68,9;11406,45
68,9;11406,45
63,3;10529,15
63,3;10529,15
48,6;8807,71
48,6;8807,71
48,6;7796,691
45,7;7796,691
45,7;7866,1
54,8;7866,1
54,8;8652,561
64;8652,561
64;8652,561
64;9392,579
69,4;9392,579
69,4;9561,508
65,4;9561,508
65,4;9565,846
60,2;9565,846
60,2;9985,36
59,1;9985,36
59,1;9985,36
75,9;10700,88
75,9;10700,88
75,9;10918,8
78,2;10918,8
78,2;9507,41
57,4;9507,41
57,4;7393,508
42;7393,508
42;7393,508
39,5;6382,745
39,5;6382,745
39,5;6460,575
43,9;6460,575
43,9;7162,316
51,5;7162,316
51,5;7595,1
55,8;7595,1
55,8;7595,1
55,7;7547,637
55,7;7547,637
55,7;6992,368
48,3;6992,368
48,3;5979,563
40,3;5979,563
40,3;4623,287
36,8;4623,287
36,8;4623,287
32,6;3267,267
32,6;3267,267
32,6;2571,14
30,9;2571,14
30,9;2269,518
29,6;2269,518
29,6;1974,531
29,6;1974,531
29,6;1224,816
29,1;1224,816
29,1;1224,816
28,7;1123
28,7;1123
28,7;2536,18
34,3;2536,18
34,3;4409,958
41,9;4409,958
41,9;6457,002
51;6457,002
51;6457,002
51;8220,033
65,6;8220,033
65,6;9554,107
70,9;9554,107
70,9;10619,48
78,1;10619,48
78,1;10619,48
74,8;11195,42
74,8;11195,42
69,7;11231,91
69,7;11231,91
69,7;10990,51
64;10990,51
64;11298,25
80,6;11298,25
80,6;11799,17
79,1;11799,17
79,1;11799,17
77,7;12192,66
77,7;12192,66
77,7;12023,22
76,8;12023,22
76,8;9951,676
54,8;9951,676
54,8;7595,355
39;7595,355
39;7595,355
41,6;7074,791
41,6;7074,791
64,6;8178,184
64,6;8178,184
64,6;9795,762
78,2;9795,762
78,2;10907,83
76,2;10907,83
76,2;10907,83
71,4;11400,58
71,4;11400,58
71,4;10093,3
61,1;10093,3
61,1;8003,13
48,4;8003,13
48,4;7093,418
39,6;7093,418
39,6;7568,051
52,1;7568,051
52,1;7568,051
52,1;8179,97
58,1;8179,97
58,1;8452,756
57,8;8452,756
57,8;8211,866
54,4;8211,866
54,4;8211,866
51,4;7633,632
51,4;7633,632
51,4;7517,525
51,4;7517,525
51,4;7617,045
52,1;7617,045
52,1;7477,973
51,9;7477,973
51,9;7477,973
49,7;7105,667
49,7;7105,667
41,8;6502,679
41,8;6502,679
41,8;5963,231
41,8;5963,231
41,8;5250,262
42,8;5250,262
42,8;4328,3
35,9;4328,3
35,9;4328,3
34;3815,902
34;3815,902
34;3181,272
33,7;3181,272
33,7;2293,25
30,6;2293,25
30,6;1507,809
29,3;1507,809
29,3;1507,809
29,3;828,5235
28,4;828,5235
28,4;1208,995
28,5;1208,995
28,5;2228,435
31,3;2228,435
31,3;3463,755
33,3;3463,755
33,3;4866,218
38;4866,218
38;4866,218
38;6120,166
51,6;6120,166
51,6;7379,218
57,2;7379,218
57,2;8468,577
61,7;8468,577
61,7;8468,577
70;9532,417
70;9532,417
76,1;10481,17
76,1;10481,17
76,1;11221,19
76,2;11221,19
76,2;11436,31
69,7;11436,31
69,7;11464,89
73,3;11464,89
73,3;11464,89
73,7;11565,17
73,7;11565,17
73,7;11453,4
67,6;11453,4
67,6;11154,08
64,9;11154,08
64,9;11129,33
72,3;11129,33
72,3;11129,33
68,9;10789,68
68,9;10789,68
68,9;9638,316
52,4;9638,316
52,4;9209,617
48,7;9209,617
48,7;9209,617
61,7;9951,931
61,7;9951,931
82,7;10773,35
82,7;10773,35
82,7;10797,59
73,4;10797,59
73,4;9205,022
53,9;9205,022
53,9;7433,062
42,1;7433,062
42,1;7433,062
45,5;7052,845
45,5;7052,845
45,5;7997,772
53;7997,772
53;9558,956
80,6;9558,956
80,6;11011,18
86,7;11011,18
86,7;11011,18
78,1;11493,47
78,1;11493,47
78,1;10779,22
66,7;10779,22
66,7;8360,637
42,9;8360,637
42,9;6681,815
41;6681,815
41;6681,815
42,1;6474,61
42,1;6474,61
55;7755,352
55;7755,352
55;9347,158
69,8;9347,158
69,8;10823,11
78,5;10823,11
78,5;11345,21
66,5;11345,21
66,5;11345,21
59,1;10796,32
59,1;10796,32
59,1;8827,613
47,5;8827,613
47,5;7695,896
44,6;7695,896
44,6;7645,88
50,7;7645,88
50,7;7645,88
50,7;8175,632
61,6;8175,632
61,6;8092,188
54,8;8092,188
54,8;7436,634
46;7436,634
46;6546,57
43,8;6546,57
43,8;6546,57
38,3;5829,007
38,3;5829,007
38,3;5002,994
35,3;5002,994
35,3;3865,917
31,5;3865,917
31,5;2982,998
31,1;2982,998
31,1;2982,998
29,6;2165,406
29,6;2165,406
29,6;1611,922
29,6;1611,922
29,6;1103,096
28,9;1103,096
28,9;571,8136
28,3;571,8136
28,3;965,8094
29,9;965,8094
29,9;965,8094
29,9;2540,263
36,4;2540,263
36,4;4432,924
46,2;4432,924
46,2;6502,679
57,2;6502,679
57,2;6502,679
62,5;8124,596
62,5;8124,596
62,5;9503,327
70,7;9503,327
70,7;10272,95
72;10272,95
72;10775,14
72;10775,14
72;10775,14
77,7;11343,42
77,7;11343,42
82,3;11943,35
82,3;11943,35
82,3;12484,33
80;12484,33
80;12335,81
65,4;12335,81
65,4;11017,05
58,9;11017,05
58,9;11017,05
52,7;10609,27
52,7;10609,27
52,7;11167,6
82,3;11167,6
82,3;11730,27
75,7;11730,27
75,7;11586,35
55,9;11586,35
55,9;11586,35
43,8;9114,944
43,8;9114,944
43,8;6976,292
35,4;6976,292
35,4;6564,943
42,6;6564,943
42,6;6564,943
50,9;7410,861
50,9;7410,861
50,9;8781,171
71,7;8781,171
71,7;9609,481
60,9;9609,481
60,9;9093,51
49,6;9093,51
49,6;8499,964
54,8;8499,964
54,8;8421,624
57,4;8421,624
57,4;8421,624
56,8;8402,996
56,8;8402,996
56,8;8240,191
52,8;8240,191
52,8;8063,098
50,6;8063,098
50,6;8063,098
49,9;7692,068
49,9;7692,068
49,9;7370,542
48,7;7370,542
48,7;6906,627
47,7;6906,627
47,7;6289,35
42;6289,35
42;5621,802
39,5;5621,802
39,5;5621,802
36,8;4770,271
36,8;4770,271
36,8;4200,457
34,2;4200,457
34,2;3600,531
33,8;3600,531
33,8;2690,053
32,6;2690,053
32,6;2690,053
29,6;1693,069
29,6;1693,069
29,6;1178,629
28,1;1178,629
28,1;1166,125
27,9;1166,125
27,9;2006,174
28,6;2006,174
28,6;2006,174
36,9;3159,327
36,9;3159,327
36,9;4602,873
40,4;4602,873
40,4;6023,453
50,4;6023,453
50,4;7287,864
52,7;7287,864
52,7;7287,864
55,9;8348,643
55,9;8348,643
55,9;9125,151
62,8;9768,713
62,8;10155,05
63,2;10155,05
63,2;10155,05
65,6;10475,56
65,6;10475,56
66,4;10786,37
66,4;10786,37
66,4;11240,07
72,2;11240,07
72,2;11418,7
72,1;11418,7
72,1;11418,7
71,6;10923,14
71,6;10923,14
57,3;10295,91
57,3;10295,91
59;10620,75
59;10620,75
59;11231,4
73,8;11231,4
73,8;11329,9
77,6;11329,9
77,6;11329,9
71,9;10244,62
71,9;10244,62
71,9;8317,767
56,6;8317,767
56,6;7906,673
44,4;7906,673
44,4;9071,819
46;9071,819
46;9071,819
85,8;10689,4
85,8;10689,4
93,6;11715,98
93,6;11715,98
93,6;12117,38
84,4;12117,38
84,4;12117,38
70;11897,16
70;11897,16
55,5;9446,933
55,5;9446,933
41;6148,491
41;6148,491
41;3375,208
34,2;3375,208
34,2;2713,529
28,8;2713,529
28,8;2713,529
29,3;4369,129
29,3;4369,129
33,5;7119,957
33,5;7119,957
33,5;9781,217
51,5;9781,217
51,5;11399,05
84,5;11399,05
84,5;11399,05
80,6;11854,54
80,6;11854,54
67,1;11194,91
67,1;11194,91
57,9;8564,27
57,9;8564,27
57,9;5259,193
45,2;5259,193
45,2;5259,193
32,6;3511,474
32,6;3511,474
28,6;3562,254
28,6;3562,254
32,2;4611,804
32,2;4611,804
32,2;5953,279
45,5;5953,279
45,5;5953,279
52,7;6907,138
52,7;6907,138
52,4;7144,71
52,4;7144,71
50,5;6598,372
50,5;6598,372
50,5;5677,432
43,9;5677,432
43,9;4317,583
40,9;4317,583
40,9;4317,583
32,8;3252,467
32,8;3252,467
30;2875,823
30;2875,823
30;2385,114
30;2385,114
30;1889,302
30,4;1889,302
30,4;1889,302
29,9;1356,999
29,9;1356,999
29,2;1312,598
29,2;1312,598
29,2;2685,204
28,9;2685,204
28,9;2685,204
33,8;4676,875
33,8;4676,875
58,9;6583,316
58,9;6583,316
58,9;8349,153
65,9;8349,153
65,9;10039,2
75,1;10039,2
75,1;11290,6
87;11290,6
87;11290,6
80;12007,65
80;12007,65
74,8;12018,88
74,8;12018,88
64,4;11569
64,4;11569
64,4;11232,16
65;11232,16
65;10815,46
66,9;10815,46
66,9;10815,46
69,5;10243,6
69,5;10243,6
69,5;9444,891
66,8;9444,891
66,8;8642,099
58,2;8642,099
58,2;8320,828
53,5;8320,828
53,5;8320,828
52,6;9359,151
52,6;9359,151
77,1;10536,8
77,1;10536,8
77,1;11017,05
80,6;11017,05
80,6;11017,05
74;10955,04
74;10955,04
64;10045,33
64;10045,33
53,5;8213,653
53,5;8213,653
53,5;7218,201
44;7218,201
44;7218,201
46,6;7247,036
46,6;7247,036
52,2;7894,935
52,2;7894,935
55,5;8240,447
55,5;8240,447
55,5;8284,338
58,6;8284,338
58,6;8143,734
55,7;8143,734
55,7;8143,734
55,4;8108,774
55,4;8108,774
56,3;7987,565
56,3;7987,565
56,3;7552,74
51,5;7552,74
51,5;7228,918
47,9;7228,918
47,9;7228,918
48;6839,515
48;6839,515
48,9;6627,207
48,9;6627,207
48,9;6094,648
48,7;6094,648
48,7;5406,431
48;5406,431
48;5406,431
39;4582,459
39;4582,459
33,5;3827,385
33,5;3827,385
33;3362,704
33;3362,704
33;2757,165
32,4;2757,165
32,4;1800,244
32,2;1800,244
32,2;1800,244
29,3;926,0017
29,3;926,0017
29,3;1177,098
27,9;1177,098
27,9;2216,441
28,2;2216,441
28,2;3504,329
30,1;3504,329
30,1;3504,329
37,7;4835,086
37,7;4835,086
37,7;6382,745
42,8;6382,745
42,8;7822,72
55,8;7822,72
55,8;8695,686
61,7;8695,686
61,7;8695,686
58,7;9458,416
58,7;9458,416
67,6;10216,3
67,6;10216,3
67,6;10820,05
72,8;10820,05
72,8;10820,05
77,8;11052,52
77,8;11052,52
70,7;11124,48
70,7;11124,48
69,4;11049,46
69,4;11049,46
68,1;10817,24
68,1;10817,24
68,1;10877,21
63,3;10877,21
63,3;10877,21
72,3;10979,28
72,3;10979,28
69;10813,67
69;10813,67
69;9958,056
65,2;9958,056
65,2;8935,299
53,4;8935,299
53,4;8935,299
52,1;8568,352
52,1;8568,352
55;8675,018
55;8675,018
55;9671,234
62,6;9671,234
62,6;11018,07
76,9;11018,07
76,9;12129,88
91;12129,88
91;12129,88
76;12617,27
76;12617,27
79,1;12526,68
79,1;12526,68
79,1;10558,49
54,1;10558,49
54,1;7581,575
38,4;7581,575
38,4;7581,575
37,7;6523,349
37,7;6523,349
39,8;7010,996
39,8;7010,996
39,8;8431,576
59,4;8431,576
59,4;10029
68,4;10029
68,4;10029
79,3;10952,74
79,3;10952,74
68,4;11293,66
68,4;11293,66
68,4;11224,25
63,4;11224,25
63,4;11224,25
64,8;10648,06
64,8;10648,06
61,2;9702,11
61,2;9702,11
50,2;8281,786
50,2;8281,786
49,1;7676,502
49,1;7676,502
49,1;7808,174
49,7;7808,174
49,7;7808,174
55,1;7936,273
55,1;7936,273
52,1;7902,081
52,1;7902,081
52,1;7894,935
52,8;7894,935
52,8;6898,972
54,1;6898,972
54,1;5598,071
37,8;5598,071
37,8;5598,071
32,6;4117,778
32,6;4117,778
30,1;2971,515
30,1;2971,515
30,1;2631,106
30,4;2631,106
30,4;2202,661
30,2;2202,661
30,2;2202,661
30,5;1565,99
30,5;1565,99
30,5;1083,958
29,8;1083,958
29,8;1631,316
28,4;1631,316
28,4;1631,316
34,3;3180,761
34,3;3180,761
42,8;4952,213
42,8;4952,213
54,2;6808,639
54,2;6808,639
54,2;8393,81
65,6;8393,81
65,6;8393,81
69,2;9760,547
69,2;9760,547
72,2;10497,25
72,2;10497,25
67,6;11047,16
67,6;11047,16
67,6;11932,12
84,5;11932,12
84,5;12529,75
84,7;12529,75
84,7;12529,75
61,5;11894,1
61,5;11894,1
50,5;10681,23
50,5;10681,23
51,8;9528,334
51,8;9528,334
51,8;9255,549
50,9;9255,549
50,9;9255,549
56,3;9738,091
56,3;9738,091
67,2;9914,931
67,2;9914,931
67,2;9760,803
66,2;9760,803
66,2;9321,129
60,8;9321,129
60,8;8770,198
57,8;8770,198
57,8;8770,198
54,4;8619,133
54,4;8619,133
57,2;8643,885
57,2;8643,885
57,2;8620,152
57,8;8620,152
57,8;8387,94
54,3;8387,94
54,3;8387,94
51,9;8168,487
51,9;8168,487
51,9;7861,251
52,9;7861,251
52,9;7800,774
50,3;7800,774
50,3;7624,445
52,2;7624,445
52,2;7624,445
46,9;7096,736
46,9;7096,736
43,2;6437,098
43,2;6437,098
43,2;5624,609
39,1;5624,609
39,1;4997,38
39,5;4997,38
39,5;4997,38
35,2;4205,56
35,2;4205,56
33,8;3559,447
33,8;3559,447
33,8;3044,751
32,4;3044,751
32,4;1992,394
30;1992,394
30;1019,907
28,2;1019,907
28,2;1019,907
28,1;1271,769
28,1;1271,769
30,2;2248,849
30,2;2248,849
30,2;3587,261
34,1;3587,261
34,1;3587,261
38,2;5257,662
38,2;5257,662
46,9;6719,326
46,9;6719,326
46,9;7818,891
53,1;7818,891
53,1;8607,649
57;8607,649
57;8607,649
63,8;9467,092
63,8;9467,092
67,7;10479,9
67,7;10479,9
67,7;11189,8
74,5;11189,8
74,5;11442,43
71,6;11442,43
71,6;11609,83
67,8;11609,83
67,8;11609,83
73,5;11746,09
73,5;11746,09
74,9;11621,82
74,9;11621,82
74,9;11227,06
68,5;11227,06
68,5;10515,62
63,2;10515,62
63,2;10515,62
55,5;10345,42
55,5;10345,42
79,5;11298,51
79,5;11298,51
79,5;12009,69
83,4;12009,69
83,4;12009,69
69,8;11842,55
69,8;11842,55
61,7;10475,81
61,7;10475,81
51,9;8950,865
51,9;8950,865
51,9;8806,179
50,4;8806,179
50,4;8596,422
58,5;8596,422
58,5;8596,422
56,7;8423,921
56,7;8423,921
54,4;8691,858
54,4;8691,858
60,7;9828,425
60,7;9828,425
60,7;11389,35
83,4;11389,35
83,4;12225,57
98,1;12225,57
98,1;12225,57
71,4;12018,11
71,4;12018,11
71,4;9608,716
43;9608,716
43;6440,67
36;6440,67
36;3949,871
29,1;3949,871
29,1;3949,871
28;2291,464
28;2291,464
28,7;2690,053
28,7;2690,053
28,7;4403,068
37,4;4403,068
37,4;7264,133
48,5;7264,133
48,5;7264,133
63,7;9520,169
63,7;9520,169
83,3;10790,19
83,3;10790,19
83,3;10956,57
73,9;10956,57
73,9;9325,723
63,4;9325,723
63,4;9325,723
45,9;7836,244
45,9;7836,244
43,6;7436,124
43,6;7436,124
43,6;7325,631
48,5;7325,631
48,5;6858,399
49;6858,399
49;6858,399
46;5714,432
46;5714,432
41,6;4279,817
41,6;4279,817
41,6;3054,703
36,9;3054,703
36,9;3054,703
28,9;1965,09
28,9;1965,09
27,8;948,4573
27,8;948,4573
27,7;450,0933
27,7;450,0933
27,7;230,8948
27,7;230,8948
27,7;113,2573
27,8;113,2573
27,8;113,2573
27,6;57,1178
27,6;57,1178
27,5;0
27,5;0
27,5;0
27,6;0
27,6;0
27,6;0
27,6;0
27,8;0
27,8;0
27,6;0
27,6;0
27,6;0
27,5;0
27,5;0
27,5;0
27,5;0
27,4;0
27,4;0
27,6;0
27,6;0
27,6;0
27,6;0
27,6;0
27,5;0
27,5;0
27,5;0
27,5;0
27,4;0
27,4;0
27,4;0
27,4;0
27,4;0
27,5;0
27,5;0
27,4;0
27,4;0
27,2;0
27,2;0
27,3;0
27,3;0
27,3;0
27,3;0
27,3;0
27,5;0
27,5;0
27,6;0
27,6;0
27,5;0
27,5;0
27,5;0
27,5;0
27,5;0
27,3;0
27,3;0
27,5;0
27,5;0
27,6;0
27,6;0
27,5;0
27,5;0
27,5;0
27,3;0
27,3;0
27,4;0
27,4;0
27,4;0
27,4;0
27,6;0
27,6;0
27,6;0
27,6;0
27,6;0
27,5;0
27,5;0
27,4;0
27,4;0
27,4;0
27,3;0
27,3;0
27,5;0
27,5;0
27,6;0
27,6;0
27,4;0
27,4;0
27,4;0
27,4;0
27,4;0
27,3;0
27,3;0
27,4;0
27,4;0
27,5;0
27,5;0
27,5;0
27,5;0
27,5;0
27,4;0
27,4;0
27,2;0
27,2;0
27,2;0
27,2;0
27,3;0
27,3;0
27,3;0
28;0
28;0
27,6;0
27,6;0
27,6;0
27,6;0
27,4;0
27,4;0
27,5;0
27,5;0
27,5;0
27,6;0
27,6;0
27,6;0
27,6;0
27,5;0
27,5;0
27,5;0
27,4;0
27,4;0
27,5;0
27,5;0
27,5;0
27,5;0
27,6;0
27,6;0
27,6;0
27,5;0
